,Company  Name,Details,Symbol,First Trade Date,sector / industry
4176,(WING)  Wingstop Inc.,Stock Research for WING,WING,2015-06-12,"('Consumer Cyclical', 'Restaurants')"
3080,(PTNQ)  Pacer Trendpilot 100 ETF,Stock Research for PTNQ,PTNQ,2015-06-12,"('Large Growth', None)"
4837,(PTLC)  Pacer Trendpilot US Large Cap ETF,Stock Research for PTLC,PTLC,2015-06-12,"('Large Blend', None)"
1213,(ENR)  Energizer Hldgs. Inc.,Stock Research for ENR,ENR,2015-06-12,"('Industrials', 'Electrical Equipment & Parts')"
576,(BW)  Babcock & Wilcox Enterprises Inc.,Stock Research for BW,BW,2015-06-16,"('Industrials', 'Electrical Equipment & Parts')"
1406,(FIT)  Fitbit Inc.,Stock Research for FIT,FIT,2015-06-17,"('Technology', 'Scientific & Technical Instruments')"
3950,(UNVR)  Univar Inc.,Stock Research for UNVR,UNVR,2015-06-17,"('Basic Materials', 'Chemicals')"
490,(BLD)  TopBuild Corp.,Stock Research for BLD,BLD,2015-06-17,"('Industrials', 'Engineering & Construction')"
3550,(SPNE)  SeaSpine Holdings Corp,Stock Research for SPNE,SPNE,2015-06-17,"('Healthcare', 'Medical Devices')"
700,(CHAD)  Direxion Daily CSI 300 China A Share Bear ETF,Stock Research for CHAD,CHAD,2015-06-17,"('Trading--Inverse Equity', None)"
4422,(CHAD)  Direxion Daily CSI 300 China A Share Bear ETF,Stock Research for CHAD,CHAD,2015-06-17,"('Trading--Inverse Equity', None)"
